"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"1306",1305,1710392,1713758,1717078,1733031,1735025,1740506,1734953,1744375,1748242,1746399,1736598,1729096,1718583,1711925,1701973,1699337,1696274,1694554,1689915,1674749,1660392,1652258,1653369,1647859,1650751,1652775,1662121,1662413,1672360,1681698,1691370,1709046,1732358,1760825,1782231,1818033,1844440,1865781,1890917,1924767,1958329,1990169,2025769,2065769,2083896,2090594,2092553,2095049,2109985,2135797,2133244,2123545,2103134,2101931,2110705,2093843,2092528,2083785,2100715,2102451,2092257,2083477,2103051,2118572,2135739,2130942,2125410,2129102,2134704,2147878,2148913,2158961,2180013,2183532,2169652,2158816,2152876,2158048,2149800,2158566,2163848,2174882,2178542,2180895,2169495,2168682,2175704,2192609,2210194,2220178,2223274,2216550,2217468,2224230,2232103,2240880,2266380,2289519,2304369,2297006,2292754,2295448,2300402,2299892,2288965,2281715,2278959,2275136,2258568,2244436,2238011,2252593,2263931,2277490,2290951,2299487,2299961,2296284,2300846,2311700,2324608,2334515,2345473,2352296,2359292,2363606,2370396,2387033,2415499,2446159,2470091,2491796,2517938,2548374,2578988,"San Diego County",92091,"CA","Rancho Santa Fe",NA,NA,2.92993630573248,5,5
"1307",1306,395803,395613,394955,397482,395563,396795,395353,395235,393746,394132,396435,397749,397001,396442,397891,398950,398614,392866,390438,388241,388363,387658,384287,382283,383402,384529,384249,381693,385988,391658,399559,399761,401184,400617,404800,409588,411991,415188,420361,431990,439223,448541,447761,456159,460437,469192,474563,479304,488452,498673,508385,509463,509089,508071,515566,520345,528310,532644,539355,543591,545109,542034,538819,539554,545376,550009,554901,555714,555481,556630,558334,564793,566172,571528,576612,585813,589456,593365,596905,606570,616868,624518,628421,629434,638910,643376,647865,646502,650288,653511,649588,649923,652096,662525,672835,683359,689519,698707,704673,712203,714003,718260,728536,729668,726747,715388,708423,698871,686501,675902,671841,672470,679618,687128,684949,680092,669991,667638,659664,659412,668418,679343,681430,676105,667080,661384,661774,667516,679104,688160,700616,709188,713447,716326,725444,"Sonoma County",95444,"CA","Graton",NA,NA,2.33333333333333,5,5
"1308",1307,254412,253279,254254,255480,258607,259573,259379,255966,251879,249281,248101,245976,241225,237526,233863,231352,227741,226381,223951,223910,221333,219156,216251,217754,219870,221520,220660,219440,218315,217448,217665,216962,218345,220736,222696,223095,223477,225858,229154,232730,236167,237865,241222,244035,248172,247747,247515,244354,242208,238686,238474,239179,241612,243710,244871,246907,247411,249765,253251,258645,263066,265236,265107,264439,263049,261756,258582,254929,251609,250798,249218,248758,248270,249654,250529,251204,252375,254856,258048,261808,265231,267594,269813,270264,271486,272385,273947,274193,272882,271449,272627,273726,274683,274292,275005,277721,280124,282090,283217,286592,291397,294982,293718,291666,291087,293067,294805,296488,299866,305493,310917,314416,315470,316131,315471,314943,313739,315600,317686,319326,316573,313898,312621,314071,315523,317347,322015,326928,331592,332918,334019,335275,339440,342770,345519,"Butte County",95942,"CA","Forest Ranch",NA,NA,2.76470588235294,5,5
"1309",1308,837685,849266,862461,863123,862711,853771,847474,851562,861450,868818,857896,837763,825478,815522,812614,812202,806579,807666,806093,803555,782266,768871,768154,775597,767201,754467,745645,743845,748392,750536,753081,746296,751869,753838,768127,774849,794548,806955,814124,819279,828433,842481,852690,864045,876158,890035,885588,880772,871550,879043,885055,893672,893827,893579,898088,908213,912737,909039,908282,910876,915681,913382,921975,923637,926231,919425,912100,907190,904157,904859,904837,908772,914212,919237,917735,917530,918676,924384,933740,945303,953544,962332,967819,976838,984154,995310,995304,997497,997128,1009820,1017615,1021550,1032775,1049192,1073359,1090804,1113159,1138326,1174466,1201440,1231671,1239121,1239417,1229327,1219299,1214437,1207825,1194071,1162125,1120727,1090117,1079634,1071789,1055142,1048837,1046598,1053486,1044091,1037838,1037486,1044965,1055779,1063798,1066779,1068027,1077850,1083386,1091033,1090490,1099567,1105229,1110391,1116497,1123863,1127331,"Santa Clara County",95002,"CA","San Jose",5718.3,24.34,2.66666666666667,2,2
"1310",1309,257964,256885,259496,261118,260886,259084,257586,258315,259970,261836,262349,262728,262713,261647,259012,256794,255251,252978,252449,250624,249491,247993,246445,245458,242058,238337,233645,231664,231527,233539,234351,235068,235316,235351,236505,236837,240421,245551,252158,256766,261010,263430,265056,264781,265696,267280,270506,274231,277027,279002,279929,279964,275718,273753,273731,276201,275871,276598,276728,277472,275353,273736,274210,275749,279537,280051,280742,283522,289388,293264,293085,290134,290140,288031,287372,287145,289267,291669,292987,292436,292515,293504,297285,302464,307384,314103,315991,316607,316610,320224,323220,325027,324181,323602,322883,323051,324524,326545,330285,333364,336868,336812,338257,337594,338713,337736,336998,335355,332065,328485,325970,325742,321514,317007,310013,308943,308791,309533,312510,315183,317337,314014,310326,307890,309399,311486,315106,315936,316193,317004,316340,316578,318218,324637,331217,"Humboldt County",95589,"CA","Whitethorn",NA,NA,2.5,5,5
"1311",1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187499,188731,190195,193042,196118,199238,202631,205830,208729,211651,214560,217612,219612,221614,223744,226506,228432,228470,228029,227171,227358,226471,225962,225079,225412,225871,225615,224233,223063,224344,225653,227938,228686,230667,231663,232544,233867,235528,237462,239115,241063,243319,244669,245521,246761,248163,249646,251444,252053,252600,252751,253442,253957,252914,251764,250205,250660,252742,256166,257743,260250,262222,266256,267376,268179,269819,271491,273691,274287,273643,272488,271186,271361,271409,270980,273183,275432,276908,278567,280013,281512,282965,284071,286145,286878,287964,288408,"Shasta County",96051,"CA","Lakehead",NA,NA,2.68181818181818,5,5
"1312",1311,339635,341616,341057,339362,337523,335974,330574,320557,312202,302640,297323,293721,292762,292251,293185,294464,293481,292478,296189,304490,311240,316861,318579,319585,317414,316256,313480,312035,312323,317161,319939,318568,319106,322907,330511,335786,341413,345337,351679,357909,365526,370150,374276,379353,381237,381505,381668,386125,393957,403133,410888,412159,410011,408586,412022,417209,422905,425740,426966,426569,424646,419941,415514,418608,424543,429148,426188,423465,422793,426512,429975,433301,432203,435662,439630,444017,445065,446066,451480,454824,456793,458019,459896,462328,467234,467028,467668,465445,467851,468359,467110,470312,475469,483153,489451,494199,499238,508048,513177,519146,520131,524010,528853,529014,526782,517230,511610,507217,502573,495276,492515,492458,494567,496711,493949,487500,477621,472219,468509,467307,471210,478010,480523,479325,477665,478010,482240,491065,503937,517460,529481,540408,548482,556502,568548,"Sonoma County",95462,"CA","Monte Rio",NA,NA,2.33333333333333,5,5
"1313",1312,144438,144413,144332,144162,143905,143901,143729,143539,143017,142723,142157,141666,141313,141050,140887,140391,139726,138963,138709,138568,138598,138217,138238,138409,138655,138828,139078,139417,139843,140423,141552,143321,145199,147247,149080,150850,152073,153078,154478,156578,158920,161301,163490,165924,168377,170525,172106,173634,175259,177178,178811,179785,181043,182099,183524,183363,182912,182183,182499,183099,183939,184614,185049,185670,185913,186193,186256,186942,188016,188745,189330,189324,189679,189958,190520,191255,191951,192518,192300,192188,192330,193484,194497,195615,196330,197252,198016,198567,198975,199700,200761,201960,202538,202985,203375,204174,205103,206069,207030,208101,209112,209716,209996,210167,210481,210624,210609,210858,211304,211860,212278,212482,213217,214572,215012,215022,214179,214463,214683,215015,215476,215357,215250,215085,215119,214871,215512,216642,218626,220029,221753,223382,225038,227358,230064,"Siskiyou County",96057,"CA","McCloud",NA,NA,3,5,5
"1314",1313,983839,1000513,1007243,998111,979599,956838,936596,921087,908053,890533,880285,870331,854905,833003,820896,822214,818445,806908,789605,779066,768253,761714,749567,744155,738550,749013,753623,762005,767026,783225,797443,803177,801103,792908,790142,782358,784688,779955,782465,778532,778381,775766,776601,780905,795606,815427,836482,851240,857821,855418,846582,840717,849149,858354,864220,859393,848064,836758,819933,814274,805402,805038,806892,806971,803644,794646,796147,806736,815729,818809,825272,829804,839800,844140,844920,852966,851900,852734,836070,819484,810927,807700,804369,804381,805334,810871,814673,813103,812035,817013,830057,835597,836834,838645,852303,859858,866955,867133,872845,872975,874815,871416,872552,887885,901720,919572,920915,916784,904287,903784,910966,918748,916472,909261,904735,897079,891624,878860,861217,856528,868819,882391,894516,904491,927242,946936,961041,970988,979026,989150,1008179,1018219,1016475,1006677,991577,"San Mateo County",94020,"CA","La Honda",NA,NA,3.40740740740741,5,5
"1315",1314,533552,529418,525653,524758,525800,523931,516880,513761,506595,499928,490582,488851,489313,490646,490326,486290,478365,476043,475075,475917,471866,469306,467101,463351,457496,453554,452157,451706,452814,454152,461769,467290,477037,484213,491436,498168,506826,518067,529877,543061,557124,567161,569124,571423,572984,577159,581864,588353,595549,596636,592821,587177,582156,581515,582490,583479,584513,585352,588805,589890,589007,587609,589303,594145,596919,598387,598948,599080,600007,601281,600150,601527,602488,609434,614650,616476,618316,618130,624113,629867,635135,638063,642706,646144,651192,651443,653306,654871,659742,666001,668726,670518,672608,676512,681145,686887,692058,696825,699602,704596,707630,713201,714178,714672,711175,710571,712487,714428,713523,711070,710375,711281,714626,714368,715812,714705,718767,720027,719292,716842,719312,724385,729255,731548,732611,735131,739357,746250,751283,757079,763282,770958,776613,781708,786983,"Orange County",92676,"CA","Silverado",NA,NA,3.21296296296296,5,5
"1316",1315,457897,460447,464627,459305,450382,432571,424766,422306,421119,415384,409300,405353,403457,405902,405156,404805,403887,405781,406097,399403,393942,390657,389061,387078,386086,385323,386059,391101,403423,415615,423609,433998,445627,456860,464014,470898,478246,484761,489781,491373,483266,479965,481353,491116,499100,507979,513729,516195,513910,512560,511778,512244,517605,518543,525422,525281,525077,519424,520812,522049,521255,515786,513379,511316,508815,510495,510050,506601,503952,503707,507665,510567,519926,534673,547101,556258,566614,574380,581000,587028,594178,601955,605005,609761,613248,609029,606791,608343,610317,611610,605516,607847,609556,613065,611401,609106,607763,615552,621749,630191,635226,641039,650502,654723,658256,662154,672789,685237,688428,687690,687994,687373,682725,679104,681580,691427,699269,707552,712120,711987,713487,715486,718257,720769,726618,733316,735373,733026,733516,733796,735533,740645,749570,758722,767522,"Monterey County",95039,"CA","Moss Landing",NA,NA,1.92307692307692,5,5
"1317",1316,513846,506329,504331,501320,501609,499345,491451,482433,474818,466199,454996,449106,444603,445260,444347,442007,434110,427202,427513,429708,425924,418394,415115,414449,412338,409174,405792,407597,408454,408768,404481,399514,401745,410563,422687,430815,438840,443375,446659,445103,448028,454512,463147,469737,471020,470823,468366,467987,468954,472826,482091,491091,498246,500948,507087,514458,523216,525956,528260,531912,537845,541462,541030,543328,542463,542473,535317,534442,533553,536044,536857,535462,529027,526647,526337,526917,527473,527972,531160,528610,527013,529803,533044,536774,543266,547893,550687,552512,560351,568480,575798,582589,589464,595584,601797,609819,615318,618891,618131,616470,609132,601917,594590,590422,586321,579000,577125,573806,571412,564065,564151,565376,569298,571199,568449,566121,564990,571002,571090,568143,568662,573384,572059,566712,560975,560126,562910,564664,565925,564045,564601,568341,570062,572095,576716,"Sonoma County",95421,"CA","Cazadero",NA,NA,2.33333333333333,5,5
"1318",1317,270225,270661,274181,275843,274119,267703,263626,262777,263143,258902,253350,249986,247755,245582,242332,239617,238400,237638,235095,229964,225999,225281,226801,226353,225423,223559,221685,219521,219286,220336,221294,220879,220474,220644,220766,221654,222353,223804,226822,230622,231225,231907,233818,241433,245436,246777,245120,245096,244914,245998,245088,244163,242956,241431,240341,236839,237782,240971,245431,247138,247659,247390,248283,249438,252998,256932,260903,264580,264902,263570,263638,265683,269890,272110,275472,278286,281394,282668,282354,281796,283972,287740,289476,290178,290204,293510,295524,297091,297496,299023,300285,300383,300828,301286,302604,304242,306791,308324,308763,308608,307427,306627,303486,302963,301778,303454,304605,304014,300908,296560,292234,289426,287705,287255,289809,292285,293021,293037,295010,300049,303007,305583,308921,314119,319351,324220,328476,332589,339283,346052,352241,357714,367351,379316,392266,"San Diego County",92086,"CA","Warner Springs",NA,NA,3,5,5
"1319",1318,542786,543201,545184,542916,536981,530985,524821,521514,518497,516669,511808,507125,503101,499150,496604,491794,489103,490182,493585,493921,493682,490613,492183,488559,484284,475974,468732,465562,464466,463430,462511,463296,464087,468142,471799,480847,488538,500016,511527,522149,532674,539995,549529,556152,562598,563503,562565,563118,568113,573752,575112,572710,568118,566575,563138,561805,562580,565948,570464,569217,566083,560964,561015,566589,573259,576579,577664,579961,582345,586911,590911,597408,603114,610256,616053,619817,620364,621234,623877,628659,632355,633183,633010,634328,639123,640486,638290,633758,637674,645487,651744,652525,652944,656483,661070,663877,661958,665642,673846,683552,685787,686220,686015,687215,688222,691574,695950,700387,707591,710112,710231,710656,717263,723461,726435,728366,729203,726647,725495,728648,735503,738442,739556,740233,740921,742958,748727,756504,766281,778057,788976,798000,804919,817889,834496,"Placer County",96140,"CA","Carnelian Bay",NA,NA,3.25,5,5
"1320",1319,241194,239406,237113,233510,229570,226284,223434,222372,221381,220656,218447,216878,215744,214431,212835,211225,210244,208833,207241,204565,201402,199068,198682,198982,199193,198805,199262,200009,200334,200525,201636,203600,206372,208264,209022,209493,209304,211314,212600,215672,218945,223130,226063,229986,234200,238825,242765,246455,250902,254329,257705,260069,261737,262691,263558,261280,258457,255377,254874,253672,254216,253473,253782,252685,253926,255696,257884,261295,263852,267255,269274,272741,272060,273292,274143,277332,278239,278855,279913,280494,282022,283143,285093,286743,290457,292357,294700,295707,298562,300756,302018,304334,306657,310082,313197,315385,318706,322327,324845,325937,326969,329781,335153,340611,345779,347761,348342,349007,348607,349935,354242,361973,366717,367194,364691,362487,359820,357338,356465,356622,358314,360191,361279,361235,361832,365466,370580,375590,381423,388931,396371,403822,410951,417779,424795,"Nevada County",95977,"CA","Smartsville",NA,NA,3,5,5
"1321",1320,268243,267520,269220,270997,270567,268848,263589,259835,260628,261991,259541,253632,249900,249386,246642,243753,240007,240064,241434,241891,240017,238068,238055,238689,239533,237632,237181,237662,243321,247095,248569,247037,246341,245808,246570,247503,247101,248814,251554,253965,252666,250908,251523,255605,257092,258354,258359,262797,270460,276832,281790,284526,285786,288393,293412,299926,307735,314460,319001,318373,313436,309099,307048,308328,313964,320030,321000,318777,315581,315934,317601,321025,326589,332557,334095,332619,329954,327950,330063,333293,338538,341011,342675,344675,344797,344968,347050,350799,352336,349824,345697,339979,337376,333172,332180,328254,327118,324508,321398,317883,316130,318980,319738,323144,320387,321611,317984,317047,312712,309798,309230,310481,312573,313854,318977,321060,322886,321247,321872,321989,323151,324301,325940,326651,327239,325773,322822,321447,322826,325574,328559,331398,334790,338043,340101,"San Diego County",91905,"CA","Boulevard",NA,NA,2.92993630573248,5,5
"1322",1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158279,159759,160674,161941,162654,162416,162958,165182,167168,168596,168439,169366,170466,170375,170663,170915,171887,172972,173535,172015,171112,171507,173198,173740,173449,174190,173902,175400,177189,181530,184286,185110,184771,182970,183945,184057,185707,186356,187352,188046,186741,185481,183366,183958,185129,187349,187682,187717,186700,186066,186249,187099,189655,190685,192769,193844,194939,195763,196997,198927,201268,203740,205638,207156,"Kern County",93249,"CA","Lost Hills",NA,NA,2.01923076923077,5,5
"1323",1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1692397,1713210,1738830,1779741,1820647,1859201,1893195,1924431,1942100,1956043,1950150,1941050,1940817,1945593,1941080,1936437,1939023,1954668,1960804,1958813,1967374,1982460,2005352,2016948,2019670,2041568,2075392,2115930,2126683,2111788,2119319,2144578,2161331,2160791,2179305,2225595,2247812,2213887,2154385,2103069,2077275,2053574,2021000,1978808,1971520,1969764,1973147,1953103,1951690,1964492,1982051,1963362,1929641,1910920,1898788,1879836,1832195,1825237,1832015,1842560,1835051,1830226,1839349,1870619,1909686,1932219,1938508,1935092,1940454,1907600,1861223,1838761,1829360,1824922,1798045,1795197,1782772,1764231,1742666,1754569,1773445,1791244,1792974,1780466,1773915,1769668,1776802,1764217,1751387,1747551,1759384,1773783,1783688,1794541,1786644,1762923,1722649,1688521,1663276,1645160,1633137,1624178,1613359,1593073,1576584,1569360,1587575,1623198,1671896,"Monterey County",93920,"CA","Big Sur",NA,NA,1.92307692307692,5,5
"1324",1323,1028434,1024777,1022366,1023588,1017198,1019249,1020954,1026515,1012462,994263,968187,949639,934804,923851,919057,920320,921295,921577,917970,916013,913311,913987,918194,925678,931283,933184,936732,938183,946633,952972,967633,972244,977515,978773,984514,991058,1010040,1033362,1056564,1072223,1094151,1114692,1131849,1147356,1167455,1188251,1208892,1224596,1234772,1238185,1239214,1241160,1227926,1221136,1215904,1229281,1243308,1258368,1271623,1285652,1295853,1307723,1318418,1335570,1356378,1374524,1386903,1392980,1400615,1412505,1420812,1429064,1441060,1454561,1468621,1475460,1483757,1485479,1496094,1509154,1518309,1522917,1532502,1550302,1573720,1598398,1620881,1639088,1656071,1685621,1715353,1737659,1756823,1779435,1808428,1839393,1851650,1853356,1847700,1860777,1885524,1902924,1913005,1912077,1924711,1942058,1949185,1940978,1934155,1935282,1951669,1985669,2032911,2069626,2093499,2100433,2118945,2129084,2143852,2148258,2147534,2162604,2176292,2172349,2150197,2136675,2140596,2167721,2182443,2202792,2225384,2266051,2317382,2359058,2400426,"Orange County",90742,"CA","Huntington Beach",7394.1,21.28,3.8,3,1
"1325",1324,214174,213249,212689,212616,212331,211580,210479,210033,209769,209377,208172,206876,206079,205630,204722,203750,202970,202598,202178,202922,203616,204372,204103,204073,204079,204245,204940,205462,206284,206953,208349,210902,213853,217068,219684,222385,224991,227645,230294,233190,235974,238934,242240,244434,246367,247746,250046,252361,254312,255736,256670,257549,258486,259218,259033,258440,257887,257984,258466,258745,259453,260284,261643,262840,264101,265310,266552,267577,268601,269571,270545,271596,272523,273696,274639,275722,276432,277078,277951,279384,280978,282295,283363,284671,286127,287495,288979,290527,292247,294133,295503,296751,297882,299693,301712,303354,304919,306434,308052,309431,310900,312251,313575,313747,313815,313442,313494,313634,313303,313350,313912,315402,317317,318542,319986,319431,318989,317875,317497,316811,316278,316023,317254,318646,320246,320890,321639,324541,327468,331025,333888,337129,340662,344032,346147,"Amador County",95689,"CA","Volcano",NA,NA,2.5,5,5
"1326",1325,204879,204855,204860,204812,204908,204874,204394,202810,201202,200011,199626,199069,198384,197488,196806,196164,195587,194955,194750,194014,193259,192181,191670,191629,191812,192688,193061,193324,193717,194382,195691,197977,201002,203745,206101,208179,210819,212964,215827,219009,222537,226150,229202,233439,237090,241382,244078,246686,248630,250374,252508,254392,256094,256960,258101,257738,257448,256556,257593,259002,260665,262097,262398,262737,263248,264639,265859,267332,268530,270055,270369,270881,271615,273856,276369,278582,279292,280752,283553,286245,289011,290020,293325,295332,297482,298383,301006,303965,307894,309776,310920,310376,310627,313112,315197,318421,320401,323262,323034,323643,324116,325452,322842,322623,322102,322716,322001,322092,324086,323723,323765,323784,325680,328559,328657,328141,325427,325552,325855,326320,326146,327604,332419,337280,340852,342580,348673,354451,362016,366477,371561,376057,380547,384966,387123,"Yuba County",95962,"CA","Oregon House",NA,NA,2.25,5,5
"1327",1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115589,117059,118759,121558,124210,126007,127976,130469,132834,135247,137429,140981,145254,149270,152690,155205,158422,162593,166553,169474,172338,176706,180862,182838,182696,182310,181487,182778,183466,185054,186962,189037,191781,191475,192323,192396,192799,193611,194835,197503,199709,202602,203522,204302,204109,204113,203153,202867,205583,208234,211922,212278,213235,211629,211990,212213,212008,210152,210032,211029,213865,216110,216896,217554,216876,217078,216708,217385,220662,224696,226685,227450,226277,227875,229683,231275,232007,231904,232854,232675,231619,230862,231062,231704,232400,231410,230852,231241,232955,235513,"Shasta County",96028,"CA","Fall River Mills",NA,NA,2.68181818181818,5,5
"1328",1327,280956,281510,283449,284119,283234,281571,279651,280664,281303,282232,281303,280438,279233,277039,274739,272673,271318,269115,269836,268830,268734,266814,264903,262649,260338,257025,253273,250845,249621,250663,250255,250488,249628,249584,251420,253451,255446,258994,263153,268340,273006,276393,279434,280334,282376,285068,288781,293057,298528,303340,306088,302233,296489,291374,288814,289649,290891,292498,290444,287636,284161,283361,286051,293721,301737,307826,310558,314035,316506,318441,320904,322672,325243,323407,321562,319962,320540,323456,328219,329667,332328,334357,340633,346224,351538,358387,362530,364795,366132,366604,365850,365795,364589,365118,362242,361911,362211,363084,364465,364402,364116,363680,364746,365069,366103,365099,365323,365405,364687,364714,363204,364356,363638,363835,361631,360628,359763,358715,357959,356156,357443,357542,359303,360040,363097,365642,369809,373725,377727,383009,388567,395163,400252,406490,412838,"Humboldt County",95551,"CA","Loleta",NA,NA,2.5,5,5
"1329",1328,402934,402260,405890,411584,420607,425219,424256,421492,419286,415875,411910,406169,403613,400101,397823,393231,386691,382585,382545,383866,384661,383208,378484,377891,378595,381704,380174,381221,382982,383875,380210,374386,369696,372105,378722,385848,388632,391005,395045,396510,398994,401857,411881,423177,433707,438819,443060,443522,448687,452861,460944,468950,476145,482536,488349,493095,500463,504863,509469,514052,519319,525181,527595,530568,532046,535875,535551,535413,531670,530409,529819,531030,530942,531170,529846,526904,524041,522419,521287,524276,528448,537671,544702,549553,552314,552692,557480,565972,576937,580479,581514,578954,580277,579256,576655,574690,571939,572962,572332,571185,568270,568534,570905,572549,569317,562802,560261,559445,563119,563571,563161,559363,559040,565593,570852,571807,566976,568236,570245,575618,580406,589277,595928,603953,608463,610044,612414,619650,633750,645599,655807,662766,668607,672675,680244,"Santa Barbara County",93440,"CA","Los Alamos",NA,NA,2.41666666666667,5,5
"1330",1329,225024,221181,220108,217965,219848,218706,221820,222246,223521,222879,222043,221492,221421,223752,222273,220288,213737,210238,204801,200568,197961,197151,197486,195858,194346,194421,197052,200848,204701,209322,213406,216856,215674,214102,214837,220024,227070,231129,235309,235977,239066,238708,240827,243076,248702,253308,255138,255479,256320,259632,262228,267994,269432,269201,264706,262546,262744,266286,273088,278977,280926,280552,279319,278082,280459,288948,301849,312298,318621,321962,323182,323503,325835,326908,329240,331624,335073,338669,341503,346503,352503,356036,357342,358181,360606,365565,369896,373537,374904,371256,368547,366554,368692,370917,373455,376210,378266,380221,382084,383902,384772,384664,380144,374943,369126,370755,375099,380885,383438,382282,381881,381923,387083,393054,400406,401934,401109,398447,398101,397471,398369,402249,407924,413550,416226,419483,424096,433869,445410,454943,461675,468429,476563,485011,492455,"Mendocino County",95468,"CA","Point Arena",NA,NA,2,5,5
"1331",1330,326470,326216,327141,329359,330979,330296,328230,327222,323980,321339,317613,318355,321195,322772,322111,319904,319099,318871,319645,318764,318336,315838,315566,313745,312166,310460,310602,310222,310689,310440,311911,313314,315975,319094,321495,323972,324417,328510,331978,338397,340277,343877,345263,350524,354645,359985,363965,366667,367791,365416,363465,362500,365152,366499,369423,367187,365612,361105,359762,359008,361609,365708,369531,371937,372755,374216,371956,372269,372605,377799,381545,385949,389198,391689,393135,393158,392911,392948,394831,396626,397782,397861,397838,398008,398638,398569,399265,400071,402850,406029,408604,413670,419335,424628,427749,429002,429937,429711,432485,436996,441542,443208,443560,439113,433966,427579,428468,430376,432742,433920,431122,429367,426263,423788,426107,429766,433349,435022,429893,428623,426863,430443,436792,441118,446951,453322,456997,461903,467609,476228,487911,497074,507083,514361,521476,"Mendocino County",95449,"CA","Hopland",NA,NA,2.33333333333333,5,5
"1332",1331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124069,123991,124859,126090,127724,128419,128818,128319,127583,127421,127493,127590,126873,126161,124930,123896,123149,122906,122953,123662,124386,124045,122987,122002,122123,123833,125497,126292,124987,124880,124670,124918,125298,126263,128330,130215,131670,131630,130920,130881,132053,132747,133347,134744,136664,138106,137746,137054,136958,136477,136477,136253,137343,137804,139938,139702,139251,137637,137724,137654,137481,138600,140330,141537,139710,139233,138311,139868,140044,141359,143763,147039,149968,150352,150013,149637,151407,153386,154397,154475,154696,155303,155889,156640,158301,160628,162976,165616,167798,169090,170897,172510,174764,176298,176823,176658,175789,"Kern County",93206,"CA","Buttonwillow",NA,NA,2.01923076923077,5,5
