"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"771",770,284011,285804,289200,289842,291132,290013,290226,290642,291020,292284,292574,291464,288440,287067,283801,282675,279912,279282,278352,275856,273972,269458,265644,261511,259506,255941,255130,254151,255538,255681,255208,256392,257171,260695,264606,269293,273466,279518,285484,291504,297197,304284,313480,320503,327627,333171,337580,342595,346282,350253,352810,354993,356433,357155,356972,357424,357515,358684,360550,362831,365984,368712,369660,370441,372402,375062,376729,378989,381782,384769,388232,390298,391279,390272,392663,396180,398337,399446,402005,405294,408736,411193,413007,413915,415557,419582,422377,426470,429413,433061,433909,434085,434332,435865,438001,441788,446429,450655,453678,451939,452451,454215,458129,461590,463165,464047,464365,463904,463716,463336,463777,465675,466077,465774,464237,464081,465260,468026,470232,473163,476100,480095,483564,487949,491609,496062,501059,505331,509502,512559,516340,519689,522785,525179,527947,"Ventura County",93041,"CA","Port Hueneme",4998.2,15.6,2.58620689655172,4,2
"772",771,146394,142996,140422,139226,139382,138632,137367,134951,132410,130828,130005,129091,127277,126010,124139,123221,122053,122269,122014,121233,119867,117586,115940,115386,116335,118151,119608,119119,118278,116617,116965,118069,119555,121317,122279,123516,125001,126374,128154,130665,133728,137145,139132,140914,143490,145572,147875,148353,148314,148107,148806,149950,150647,151362,152206,153343,153329,153885,155147,157198,159328,160658,161568,162131,162751,162996,163221,163684,165008,166598,166974,167714,168373,169928,170823,171581,172405,173643,174172,175103,176092,178171,180519,182441,183803,184596,185204,186175,187011,188731,191348,193707,195437,196312,197989,199471,200513,200995,202598,204686,207838,209525,209741,209469,209549,210396,210230,212165,216711,223435,228976,233307,236510,239680,242750,245208,246876,247551,249186,249713,248288,245336,243374,242972,242708,242721,243545,245245,247629,250675,253560,256462,259935,264021,268300,"Butte County",95965,"CA","Oroville",1215.5,61.78,2.4,1,4
"773",772,382696,380965,381117,382612,387247,387106,387536,385144,383073,379969,376032,372976,371156,370643,368566,366775,361545,360745,358872,358223,355921,353928,354270,353209,352417,351356,351455,351965,353721,355253,357297,357971,359674,362999,366644,372179,376201,382792,388366,395798,401648,408085,414752,423857,431553,436385,439892,441974,445874,446337,447689,446930,447961,448395,450095,450051,450716,451894,454314,456614,459667,463322,467133,468869,471524,473732,474990,476192,477656,480658,483267,486971,488932,491429,492986,497338,500042,503074,505545,509764,514731,518821,520535,521593,523876,526282,528865,530569,533649,536132,538448,540192,541494,543382,547427,551894,556084,560174,564024,567158,569625,572160,574772,574745,573980,573023,573174,572463,571526,568329,565959,565535,569437,573675,573602,572218,571110,573117,574909,578292,581369,585761,592078,598902,603130,605525,611566,620176,629119,635686,641525,646504,652015,657865,661966,"Los Angeles County",90602,"CA","Whittier",5935.7,25.84,2.14285714285714,2,2
"774",773,503180,503840,509178,509904,509515,504260,500249,500432,501219,502372,499586,494164,488452,483154,475419,470504,464944,464705,462908,460004,457468,454002,452020,448793,446462,443041,443721,445667,449433,450792,452625,458098,463508,470671,477409,484794,492262,499956,506740,514114,521756,530564,540945,545317,549931,553219,557786,565317,569728,576741,580224,583177,584100,584463,584233,583738,583801,584799,587050,587830,590108,592614,594324,595460,596189,598419,596702,600168,603980,611261,615763,618848,621163,620335,623035,625959,630617,633051,641753,645581,649503,648289,649983,651230,653112,658011,661791,667354,670867,676079,676654,678576,678155,680424,681386,685340,690518,694277,696890,695112,695763,697274,696843,696228,694728,695342,695764,693232,689901,688627,690683,696190,699401,701011,700976,698465,696378,697351,697565,699815,697200,695465,693023,692972,694242,695690,700939,709097,718965,726341,735891,746214,762348,779057,797185,"Ventura County",93023,"CA","Ojai",1749.5,15.77,2.5,4,4
"775",774,362298,360238,360280,362359,366907,366332,364773,360856,359485,357406,354791,352502,351090,350734,348347,346219,341805,340946,339922,339435,338171,336452,336772,335167,334380,333536,334643,335657,337461,338305,339011,340376,342364,346568,349976,355836,360610,366889,371445,377032,382262,389762,399235,409106,417311,421675,424613,425820,428472,429733,433287,435348,438251,438484,438177,435408,433966,434903,438989,443692,448107,452275,454778,456121,458308,461904,465974,471049,474530,478183,480497,484520,487036,490039,492444,496589,499200,501142,500480,500350,502773,506264,508848,509421,511564,513232,514970,516220,519704,523462,528314,532918,536640,539613,543520,548239,552284,556731,561979,566802,569692,571615,574231,575882,577027,577561,578670,578599,578555,576846,576205,577950,584063,591441,595494,597915,599045,601084,601664,605670,610050,617211,623521,629554,632421,633882,637712,643520,650769,657746,665368,670616,675630,679254,683017,"Los Angeles County",90746,"CA","Carson",4958.5,22.79,2.66666666666667,3,2
"776",775,511407,512086,511341,512593,516739,517001,516239,516737,519865,520544,517491,510584,508245,505450,504159,498153,489844,481273,479964,478737,479727,474819,470775,466929,463261,461668,461559,466983,474807,485262,492757,501590,508061,517231,529038,543743,558176,568161,579269,590545,606183,620373,628654,632246,636423,646320,655580,663777,670302,681359,687290,690026,685680,682716,684683,690792,696907,701898,709385,716158,723489,728597,740255,751870,764717,775515,784574,798037,810838,823128,827355,836328,845395,855740,855882,862036,871151,880484,888347,893241,900733,909521,918985,926970,933106,941585,956870,962930,966519,973806,992663,1008861,1025977,1033661,1045879,1055643,1069818,1079504,1085629,1096769,1109270,1113452,1101123,1086288,1070895,1068260,1067870,1065282,1058493,1053957,1052671,1057132,1063856,1075080,1079848,1083249,1090655,1095416,1097846,1101059,1112402,1121984,1125682,1122227,1118056,1116823,1126843,1140908,1153288,1164918,1177610,1192951,1205043,1220500,1242219,"Alameda County",94702,"CA","Berkeley",11251,43.33,4,1,1
"777",776,1541027,1537971,1537365,1533175,1549504,1553843,1561780,1559015,1546529,1529257,1510335,1510596,1511198,1518683,1521507,1527762,1522684,1524696,1526488,1543739,1560561,1574432,1579697,1577071,1575137,1578864,1585357,1596662,1603307,1612374,1621296,1617203,1625273,1639910,1669795,1701563,1730266,1768242,1801639,1837624,1873767,1915879,1956067,1997680,2027734,2055974,2080013,2100197,2127296,2139177,2161409,2173525,2188871,2194694,2199157,2209314,2218983,2239839,2262368,2288458,2309903,2332456,2355606,2371947,2397474,2420240,2452424,2485508,2530041,2564839,2595936,2621878,2643632,2665686,2683160,2726691,2759069,2792839,2811516,2837093,2856607,2873695,2879075,2895086,2921201,2956806,2991179,3009938,3035584,3061516,3093189,3112370,3131584,3158213,3205413,3251053,3295905,3331205,3360050,3375075,3390277,3409644,3435084,3452196,3466575,3476511,3496070,3497602,3503204,3483110,3478747,3488395,3524789,3563796,3585622,3593771,3607719,3612110,3593926,3586124,3584257,3622337,3651093,3680662,3684026,3681370,3689268,3715003,3737875,3768658,3808051,3847721,3880941,3898003,3917576,"Los Angeles County",90265,"CA","Malibu",652.5,24.16,2,2,4
"778",777,289569,290255,292306,293032,291653,290494,288819,290895,291860,293707,293218,293519,292354,290332,287142,284980,283636,281285,281806,279460,278267,275096,272383,269559,266690,263096,258839,256313,254559,255380,254453,254230,252973,252233,253575,254748,256771,260350,265264,270211,275193,277825,279920,280465,283116,286895,290685,294559,298114,300542,301285,297304,291945,287985,287319,288677,288624,288025,286177,284092,282286,281080,282467,287206,292569,296983,297726,299697,301369,303846,305337,306131,307620,307803,307715,307909,308834,310913,314149,315749,318602,320533,324408,328513,331465,336107,337789,338498,338170,338620,338912,339349,338459,339177,339003,340117,340862,341865,344760,346976,349191,349117,350379,350565,351726,351081,350772,350859,352127,352620,352708,353380,354079,355212,354741,355528,355875,356422,357174,357927,359027,359144,358149,357606,358146,359372,361358,363192,365454,368517,371797,375068,378136,382834,388927,"Humboldt County",95519,"CA","McKinleyville",NA,NA,2,5,5
"779",778,246346,244749,243652,244139,246275,245061,244054,241540,242262,241513,240934,238798,237566,237603,237335,237226,234942,234230,233291,232727,230561,228305,227956,227587,228733,228000,227322,226022,226268,227254,229146,231680,235053,239404,242664,246713,249036,253798,258783,265328,271709,278016,284055,290833,296936,301385,304964,307879,312090,314737,317562,319665,321653,323139,325026,325911,326978,329031,331783,334204,337166,340140,343325,343309,343847,345035,346528,347444,347562,348195,349661,352795,354810,357058,357783,361714,364333,367011,367977,370604,374998,379360,382176,383352,385081,386451,389024,391069,395048,398200,402275,405586,408028,410211,413761,417798,421432,425407,429638,433083,435427,436690,438371,438498,439017,438751,438401,437186,436994,435832,434893,435245,438355,442834,444574,445672,446712,448743,450819,453428,456824,460109,463855,466686,468137,468957,471787,476200,480768,485168,489463,493876,497388,501711,505781,"Los Angeles County",91768,"CA","Pomona",6618.1,28.99,2.36363636363636,2,2
"780",779,256414,255428,255818,258200,263257,264196,264343,262416,262856,262702,262017,261304,261202,262094,262050,261535,258538,258098,258369,258922,257556,255231,255084,254473,254404,253570,253052,252952,253942,255407,256897,259305,262435,267326,271043,276449,280599,287006,293390,301282,308149,314894,320249,326052,330750,334785,338063,340046,342721,343521,344937,345241,346523,347597,349891,351282,352766,353775,355703,357774,361764,365512,369178,370217,372632,375059,377959,380216,383002,386566,390299,394578,396646,399486,401231,406062,408922,411946,413843,416963,420653,424107,425750,426975,429116,431572,434587,436174,439057,441434,445169,448326,451422,453703,458300,462857,467521,471319,475739,479305,482554,485390,487828,489611,490139,490885,491106,490671,489174,486279,483207,484133,488297,494865,497026,497539,496563,498200,500123,504063,509786,516442,524385,529736,533125,534382,539387,546357,555365,562506,569285,574827,579492,584567,588828,"Los Angeles County",91340,"CA","San Fernando",10262,16.67,2.14285714285714,4,1
"781",780,580541,578210,579971,579812,578355,574212,568897,562458,553270,549121,544048,543781,542258,539053,535767,529546,526350,521814,522794,520709,521879,519227,523295,524040,524427,523399,523543,529104,534697,542352,545894,548671,550264,557434,563951,573967,582547,594511,606377,616851,626159,634854,647370,662296,675028,678746,677021,675395,678732,684065,685500,683859,679911,677174,673826,671243,671806,673951,677632,678243,677862,674737,674862,677839,683275,687237,688166,689434,689771,693873,696712,699424,701060,705081,711468,716578,719469,722430,727844,732963,736802,738008,740585,746122,754682,757633,754788,750520,753368,758937,762443,763774,766718,772378,777258,779851,777143,781205,790214,799740,801531,799740,796388,793969,790047,789924,792671,796669,804167,805143,804215,804471,811206,817793,820214,821457,823394,823077,822634,824557,829088,835955,838270,839707,837216,839856,847362,856420,866221,876460,886429,895405,902844,911924,926448,"Placer County",95746,"CA","Granite Bay",NA,NA,5,5,5
"782",781,433522,432324,432604,434920,438940,436853,434182,429663,427491,424886,420668,417651,416253,416527,414400,411437,406183,404856,403394,401478,398420,395488,395755,394883,394498,392908,392407,392129,393524,395132,397279,398871,400878,404168,406758,410658,413011,419300,425900,434982,441721,448370,454569,463802,472374,478554,482731,485209,489775,490798,492623,491884,493322,493915,497298,496780,496576,495948,498844,502251,505522,508959,511608,512568,514542,516921,517816,519636,520904,524371,526611,531069,533925,537363,539139,543802,546465,549452,550897,554805,560279,565508,567977,568683,571230,573298,576780,578755,582671,585811,588463,590135,590921,592822,597395,602666,606722,611179,615551,619334,622285,624358,627049,626785,626953,626475,627010,625095,624179,620522,617944,617315,621039,626373,628754,630134,631716,633932,635827,639217,642442,648357,654335,660744,662979,664186,667760,673885,679866,685518,690420,695263,699977,703966,707530,"Los Angeles County",90240,"CA","Downey",9155,25.5,2,2,1
"783",782,356270,357429,360355,364562,369506,368162,366281,363377,361866,359025,355095,352554,350555,349063,346055,342619,337519,335306,332652,330610,327957,325841,325565,323676,322942,321743,321570,321387,322178,322817,324527,326779,330246,334924,338714,344785,348147,354379,359912,368539,375486,383493,391117,399576,405889,410292,414402,416860,420753,421290,423145,423346,425401,427022,430397,432255,434199,435485,438196,440409,444422,448533,452806,453621,455872,457599,457954,457471,458080,460980,464214,468322,470220,473279,474568,479132,481189,484783,488165,493429,498005,501213,501647,502398,504640,506648,509010,509944,512814,514008,515264,516100,517519,519632,523975,528562,533248,537591,541984,545348,547908,550594,553299,554068,554815,555475,555950,554707,552719,549567,546779,547204,551549,556788,557445,557173,557644,560464,562713,565107,568613,573436,580682,586855,590605,592471,598232,605918,613017,618275,623725,629934,635648,641163,644652,"Los Angeles County",91010,"CA","Duarte",3261.1,16.13,2.75,4,3
